pt,session_id,start,end,TagId,TagLat,TagLng,Collar Type,,,
30,321,1/14/2022 10:44,1/14/2022 10:51,2D1E072A,38.502325,-106.017373,,,,
30,322,1/14/2022 10:44,1/14/2022 10:51,2D191E2D,38.502325,-106.017373,,,,
30,323,1/14/2022 10:44,1/14/2022 10:51,66073407,38.502325,-106.017373,,,,
30,324,1/14/2022 10:44,1/14/2022 10:51,344C7834,38.502325,-106.017373,,,,
30,325,1/14/2022 10:44,1/14/2022 10:51,072D524C,38.502325,-106.017373,,,,
30,326,1/14/2022 10:44,1/14/2022 10:51,4B076661,38.502325,-106.017373,,,,
30,327,1/14/2022 10:44,1/14/2022 10:51,2D665219,38.502325,-106.017373,,,,
31,328,1/7/2022 10:55,1/7/2022 11:02,2D665219,38.501881,-106.024034,,,,
31,329,1/7/2022 10:55,1/7/2022 11:02,072D524C,38.501881,-106.024034,,,,
31,330,1/7/2022 10:55,1/7/2022 11:02,344C7834,38.501881,-106.024034,,,,
31,331,1/7/2022 10:55,1/7/2022 11:02,33071E07,38.501881,-106.024034,,,,
31,332,1/7/2022 10:55,1/7/2022 11:02,612D7807,38.501881,-106.024034,,,,
31,333,1/7/2022 10:55,1/7/2022 11:02,78523378,38.501881,-106.024034,,,,
31,334,1/7/2022 10:55,1/7/2022 11:02,34191952,38.501881,-106.024034,,,,
31,335,1/7/2022 10:55,1/7/2022 11:02,2D662D4C,38.501881,-106.024034,,,,
31,336,1/7/2022 10:55,1/7/2022 11:02,66073407,38.501881,-106.024034,,,,
31,337,1/7/2022 10:55,1/7/2022 11:02,192D2A1E,38.501881,-106.024034,,,,
32,338,1/7/2022 11:06,1/7/2022 11:13,2D665219,38.502114,-106.022447,,,,
32,339,1/7/2022 11:06,1/7/2022 11:13,072D524C,38.502114,-106.022447,,,,
32,340,1/7/2022 11:06,1/7/2022 11:13,344C7834,38.502114,-106.022447,,,,
32,341,1/7/2022 11:06,1/7/2022 11:13,33071E07,38.502114,-106.022447,,,,
32,342,1/7/2022 11:06,1/7/2022 11:13,612D7807,38.502114,-106.022447,,,,
32,343,1/7/2022 11:06,1/7/2022 11:13,78523378,38.502114,-106.022447,,,,
32,344,1/7/2022 11:06,1/7/2022 11:13,34191952,38.502114,-106.022447,,,,
32,345,1/7/2022 11:06,1/7/2022 11:13,2D662D4C,38.502114,-106.022447,,,,
32,346,1/7/2022 11:06,1/7/2022 11:13,66073407,38.502114,-106.022447,,,,
32,347,1/7/2022 11:06,1/7/2022 11:13,192D2A1E,38.502114,-106.022447,,,,
33,348,1/7/2022 11:17,1/7/2022 11:24,2D665219,38.503912,-106.022603,,,,
33,349,1/7/2022 11:17,1/7/2022 11:24,072D524C,38.503912,-106.022603,,,,
33,350,1/7/2022 11:17,1/7/2022 11:24,344C7834,38.503912,-106.022603,,,,
33,351,1/7/2022 11:17,1/7/2022 11:24,33071E07,38.503912,-106.022603,,,,
33,352,1/7/2022 11:17,1/7/2022 11:24,612D7807,38.503912,-106.022603,,,,
33,353,1/7/2022 11:17,1/7/2022 11:24,78523378,38.503912,-106.022603,,,,
33,354,1/7/2022 11:17,1/7/2022 11:24,34191952,38.503912,-106.022603,,,,
33,355,1/7/2022 11:17,1/7/2022 11:24,2D662D4C,38.503912,-106.022603,,,,
33,356,1/7/2022 11:17,1/7/2022 11:24,66073407,38.503912,-106.022603,,,,
33,357,1/7/2022 11:17,1/7/2022 11:24,192D2A1E,38.503912,-106.022603,,,,
34,358,1/7/2022 11:38,1/7/2022 11:45,2D665219,38.501271,-106.019993,,,,
34,359,1/7/2022 11:38,1/7/2022 11:45,072D524C,38.501271,-106.019993,,,,
34,360,1/7/2022 11:38,1/7/2022 11:45,344C7834,38.501271,-106.019993,,,,
34,361,1/7/2022 11:38,1/7/2022 11:45,33071E07,38.501271,-106.019993,,,,
34,362,1/7/2022 11:38,1/7/2022 11:45,612D7807,38.501271,-106.019993,,,,
34,363,1/7/2022 11:38,1/7/2022 11:45,78523378,38.501271,-106.019993,,,,
34,364,1/7/2022 11:38,1/7/2022 11:45,34191952,38.501271,-106.019993,,,,
34,365,1/7/2022 11:38,1/7/2022 11:45,2D662D4C,38.501271,-106.019993,,,,
34,366,1/7/2022 11:38,1/7/2022 11:45,66073407,38.501271,-106.019993,,,,
34,367,1/7/2022 11:38,1/7/2022 11:45,192D2A1E,38.501271,-106.019993,,,,
35,368,1/7/2022 11:56,1/7/2022 12:04,2D665219,38.500024,-106.015165,,,,
35,369,1/7/2022 11:56,1/7/2022 12:04,072D524C,38.500024,-106.015165,,,,
35,370,1/7/2022 11:56,1/7/2022 12:04,344C7834,38.500024,-106.015165,,,,
35,371,1/7/2022 11:56,1/7/2022 12:04,33071E07,38.500024,-106.015165,,,,
35,372,1/7/2022 11:56,1/7/2022 12:04,612D7807,38.500024,-106.015165,,,,
35,373,1/7/2022 11:56,1/7/2022 12:04,78523378,38.500024,-106.015165,,,,
35,374,1/7/2022 11:56,1/7/2022 12:04,34191952,38.500024,-106.015165,,,,
35,375,1/7/2022 11:56,1/7/2022 12:04,2D662D4C,38.500024,-106.015165,,,,
35,376,1/7/2022 11:56,1/7/2022 12:04,66073407,38.500024,-106.015165,,,,
35,377,1/7/2022 11:56,1/7/2022 12:04,192D2A1E,38.500024,-106.015165,,,,
36,378,1/7/2022 12:08,1/7/2022 12:15,2D665219,38.501055,-106.014987,,,,
36,379,1/7/2022 12:08,1/7/2022 12:15,072D524C,38.501055,-106.014987,,,,
36,380,1/7/2022 12:08,1/7/2022 12:15,344C7834,38.501055,-106.014987,,,,
36,381,1/7/2022 12:08,1/7/2022 12:15,33071E07,38.501055,-106.014987,,,,
36,382,1/7/2022 12:08,1/7/2022 12:15,612D7807,38.501055,-106.014987,,,,
36,383,1/7/2022 12:08,1/7/2022 12:15,78523378,38.501055,-106.014987,,,,
36,384,1/7/2022 12:08,1/7/2022 12:15,34191952,38.501055,-106.014987,,,,
36,385,1/7/2022 12:08,1/7/2022 12:15,2D662D4C,38.501055,-106.014987,,,,
36,386,1/7/2022 12:08,1/7/2022 12:15,66073407,38.501055,-106.014987,,,,
36,387,1/7/2022 12:08,1/7/2022 12:15,192D2A1E,38.501055,-106.014987,,,,
37,388,1/7/2022 12:20,1/7/2022 12:28,2D665219,38.500038,-106.017327,,,,
37,389,1/7/2022 12:20,1/7/2022 12:28,072D524C,38.500038,-106.017327,,,,
37,390,1/7/2022 12:20,1/7/2022 12:28,344C7834,38.500038,-106.017327,,,,
37,391,1/7/2022 12:20,1/7/2022 12:28,33071E07,38.500038,-106.017327,,,,
37,392,1/7/2022 12:20,1/7/2022 12:28,612D7807,38.500038,-106.017327,,,,
37,393,1/7/2022 12:20,1/7/2022 12:28,78523378,38.500038,-106.017327,,,,
37,394,1/7/2022 12:20,1/7/2022 12:28,34191952,38.500038,-106.017327,,,,
37,395,1/7/2022 12:20,1/7/2022 12:28,2D662D4C,38.500038,-106.017327,,,,
37,396,1/7/2022 12:20,1/7/2022 12:28,66073407,38.500038,-106.017327,,,,
37,397,1/7/2022 12:20,1/7/2022 12:28,192D2A1E,38.500038,-106.017327,,,,
38,398,1/7/2022 12:34,1/7/2022 12:41,2D665219,38.500959,-106.016203,,,,
38,399,1/7/2022 12:34,1/7/2022 12:41:14,072D524C,38.500959,-106.016203,,,,
38,400,1/7/2022 12:34,1/7/2022 12:41:14,344C7834,38.500959,-106.016203,,,,
38,401,1/7/2022 12:34,1/7/2022 12:41:14,33071E07,38.500959,-106.016203,,,,
38,402,1/7/2022 12:34,1/7/2022 12:41:14,612D7807,38.500959,-106.016203,,,,
38,403,1/7/2022 12:34,1/7/2022 12:41:14,78523378,38.500959,-106.016203,,,,
38,404,1/7/2022 12:34,1/7/2022 12:41:14,34191952,38.500959,-106.016203,,,,
38,405,1/7/2022 12:34,1/7/2022 12:41:14,2D662D4C,38.500959,-106.016203,,,,
38,406,1/7/2022 12:34,1/7/2022 12:41:14,66073407,38.500959,-106.016203,,,,
38,407,1/7/2022 12:34,1/7/2022 12:41:14,192D2A1E,38.500959,-106.016203,,,,
39,408,1/13/2022 11:03,1/13/2022 11:10,192D2A1E,38.504041,-106.01858,,,,
39,409,1/13/2022 11:03,1/13/2022 11:10,2D191E2D,38.504041,-106.01858,,,,
39,410,1/13/2022 11:03,1/13/2022 11:10,4B076661,38.504041,-106.01858,,,,
39,411,1/13/2022 11:03,1/13/2022 11:10,2D665219,38.504041,-106.01858,,,,
39,412,1/13/2022 11:03,1/13/2022 11:10,78782A4B,38.504041,-106.01858,,,,
39,413,1/13/2022 11:03,1/13/2022 11:10,332A2D4B,38.504041,-106.01858,,,,
39,414,1/13/2022 11:03,1/13/2022 11:10,33343466,38.504041,-106.01858,,,,
39,415,1/13/2022 11:03,1/13/2022 11:10,2D662D4C,38.504041,-106.01858,,,,
39,416,1/13/2022 11:03,1/13/2022 11:10,34191952,38.504041,-106.01858,,,,
39,417,1/13/2022 11:03,1/13/2022 11:10,78523378,38.504041,-106.01858,,,,
39,418,1/13/2022 11:03,1/13/2022 11:10,52344C2D,38.504041,-106.01858,,,,
40,419,1/13/2022 11:15,1/13/2022 11:23,192D2A1E,38.503893,-106.016756,,,,
40,420,1/13/2022 11:15,1/13/2022 11:23,2D191E2D,38.503893,-106.016756,,,,
40,421,1/13/2022 11:15,1/13/2022 11:23,4B076661,38.503893,-106.016756,,,,
40,422,1/13/2022 11:15,1/13/2022 11:23,2D665219,38.503893,-106.016756,,,,
40,423,1/13/2022 11:15,1/13/2022 11:23,78782A4B,38.503893,-106.016756,,,,
40,424,1/13/2022 11:15,1/13/2022 11:23,332A2D4B,38.503893,-106.016756,,,,
40,425,1/13/2022 11:15,1/13/2022 11:23,33343466,38.503893,-106.016756,,,,
40,426,1/13/2022 11:15,1/13/2022 11:23,2D662D4C,38.503893,-106.016756,,,,
40,427,1/13/2022 11:15,1/13/2022 11:23,34191952,38.503893,-106.016756,,,,
40,428,1/13/2022 11:15,1/13/2022 11:23,78523378,38.503893,-106.016756,,,,
40,429,1/13/2022 11:15,1/13/2022 11:23,52344C2D,38.503893,-106.016756,,,,
41,430,1/13/2022 11:31,1/13/2022 11:39,192D2A1E,38.504027,-106.014614,,,,
41,431,1/13/2022 11:31,1/13/2022 11:39,2D191E2D,38.504027,-106.014614,,,,
41,432,1/13/2022 11:31,1/13/2022 11:39,4B076661,38.504027,-106.014614,,,,
41,433,1/13/2022 11:31,1/13/2022 11:39,2D665219,38.504027,-106.014614,,,,
41,434,1/13/2022 11:31,1/13/2022 11:39,78782A4B,38.504027,-106.014614,,,,
41,435,1/13/2022 11:31,1/13/2022 11:39,332A2D4B,38.504027,-106.014614,,,,
41,436,1/13/2022 11:31,1/13/2022 11:39,33343466,38.504027,-106.014614,,,,
41,437,1/13/2022 11:31,1/13/2022 11:39,2D662D4C,38.504027,-106.014614,,,,
41,438,1/13/2022 11:31,1/13/2022 11:39,34191952,38.504027,-106.014614,,,,
41,439,1/13/2022 11:31,1/13/2022 11:39,78523378,38.504027,-106.014614,,,,
41,440,1/13/2022 11:31,1/13/2022 11:39,52344C2D,38.504027,-106.014614,,,,
42,441,1/13/2022 11:46,1/13/2022 11:54,192D2A1E,38.503818,-106.013298,,,,
42,442,1/13/2022 11:46,1/13/2022 11:54,2D191E2D,38.503818,-106.013298,,,,
42,443,1/13/2022 11:46,1/13/2022 11:54,4B076661,38.503818,-106.013298,,,,
42,444,1/13/2022 11:46,1/13/2022 11:54,2D665219,38.503818,-106.013298,,,,
42,445,1/13/2022 11:46,1/13/2022 11:54,78782A4B,38.503818,-106.013298,,,,
42,446,1/13/2022 11:46,1/13/2022 11:54,332A2D4B,38.503818,-106.013298,,,,
42,447,1/13/2022 11:46,1/13/2022 11:54,33343466,38.503818,-106.013298,,,,
42,448,1/13/2022 11:46,1/13/2022 11:54,2D662D4C,38.503818,-106.013298,,,,
42,449,1/13/2022 11:46,1/13/2022 11:54,34191952,38.503818,-106.013298,,,,
42,450,1/13/2022 11:46,1/13/2022 11:54,78523378,38.503818,-106.013298,,,,
42,451,1/13/2022 11:46,1/13/2022 11:54,52344C2D,38.503818,-106.013298,,,,
43,452,1/13/2022 11:59,1/13/2022 12:06,192D2A1E,38.502888,-106.01421,,,,
43,453,1/13/2022 11:59,1/13/2022 12:06,2D191E2D,38.502888,-106.01421,,,,
43,454,1/13/2022 11:59,1/13/2022 12:06,4B076661,38.502888,-106.01421,,,,
43,455,1/13/2022 11:59,1/13/2022 12:06,2D665219,38.502888,-106.01421,,,,
43,456,1/13/2022 11:59,1/13/2022 12:06,78782A4B,38.502888,-106.01421,,,,
43,457,1/13/2022 11:59,1/13/2022 12:06,332A2D4B,38.502888,-106.01421,,,,
43,458,1/13/2022 11:59,1/13/2022 12:06,33343466,38.502888,-106.01421,,,,
43,459,1/13/2022 11:59,1/13/2022 12:06,2D662D4C,38.502888,-106.01421,,,,
43,460,1/13/2022 11:59,1/13/2022 12:06,34191952,38.502888,-106.01421,,,,
43,461,1/13/2022 11:59,1/13/2022 12:06,78523378,38.502888,-106.01421,,,,
43,462,1/13/2022 11:59,1/13/2022 12:06,52344C2D,38.502888,-106.01421,,,,
44,463,1/13/2022 12:17,1/13/2022 12:24,192D2A1E,38.502904,-106.015787,,,,
44,464,1/13/2022 12:17,1/13/2022 12:24,2D191E2D,38.502904,-106.015787,,,,
44,465,1/13/2022 12:17,1/13/2022 12:24,4B076661,38.502904,-106.015787,,,,
44,466,1/13/2022 12:17,1/13/2022 12:24,2D665219,38.502904,-106.015787,,,,
44,467,1/13/2022 12:17,1/13/2022 12:24,78782A4B,38.502904,-106.015787,,,,
44,468,1/13/2022 12:17,1/13/2022 12:24,332A2D4B,38.502904,-106.015787,,,,
44,469,1/13/2022 12:17,1/13/2022 12:24,33343466,38.502904,-106.015787,,,,
44,470,1/13/2022 12:17,1/13/2022 12:24,2D662D4C,38.502904,-106.015787,,,,
44,471,1/13/2022 12:17,1/13/2022 12:24,34191952,38.502904,-106.015787,,,,
44,472,1/13/2022 12:17,1/13/2022 12:24,78523378,38.502904,-106.015787,,,,
44,473,1/13/2022 12:17,1/13/2022 12:24,52344C2D,38.502904,-106.015787,,,,
